BUSINESS_NAME,BUSINESS_TYPE,Latitude,Longitude
Calon Catering,Restaurant/Cafe/Canteen,51.428122041782075,-2.6258080962897417
Campbell's Kitchen,Restaurant/Cafe/Canteen,51.45740045593036,-2.59351390202866
Can can pizza,Takeaway/sandwich shop,51.442346061907664,-2.5936348154145015
Canford Park Kiosk,Restaurant/Cafe/Canteen,51.492749834743506,-2.6244626395593804
Can't Dance Coffee,Restaurant/Cafe/Canteen,51.44983158349725,-2.6014930085474948
Canteen West,Restaurant/Cafe/Canteen,51.46236270727164,-2.588338379624011
Canton Eat,Takeaway/sandwich shop,51.42951654395522,-2.612226869830245
Caper & Cure,Restaurant/Cafe/Canteen,51.46365880199923,-2.5881682667441517
Cappadocia Restaurant,Restaurant/Cafe/Canteen,51.452681076998516,-2.593237008026874
Caprinos Bristol Pizza,Restaurant/Cafe/Canteen,51.43334613149891,-2.5489193449785565
Caprions Pizza Bristol,Takeaway/sandwich shop,51.43334613149891,-2.5489193449785565
Caramel Cafe,Restaurant/Cafe/Canteen,51.4613661702342,-2.5715837136874424
Carers Support Centre,Restaurant/Cafe/Canteen,51.48563936910471,-2.5209846060497387
Cargo Cantina,Restaurant/Cafe/Canteen,51.446770020284845,-2.5972780628142527
Caribbean Croft,Restaurant/Cafe/Canteen,51.46104864409188,-2.589220480041907
Caribbean Cusine,Takeaway/sandwich shop,51.425135456697795,-2.591513718503351
Caribbean Wrap,Takeaway/sandwich shop,51.45373112192561,-2.59186885100429
Carmel Ministries International Ltd,Restaurant/Cafe/Canteen,51.43026473724955,-2.540481700535172
Carribbeanfix,Takeaway/sandwich shop,51.473661361656525,-2.546497632934336
Casa Mexicana,Restaurant/Cafe/Canteen,51.46924038669565,-2.59397026209126
Caspian Fish Bar,Takeaway/sandwich shop,51.425117255853635,-2.5915864233434642
Castle,Restaurant/Cafe/Canteen,51.44280920968131,-2.55969560525309
Cater Rd Cafe,Restaurant/Cafe/Canteen,51.41591312613958,-2.6100185628655233
Caterplus @ Anchor - Blaise Weston,Restaurant/Cafe/Canteen,51.49993555921678,-2.6576770435341333
Cathay Rendezvous,Restaurant/Cafe/Canteen,51.45147398973545,-2.5935670448747894
CATLEY’S,Restaurant/Cafe/Canteen,51.455065922440106,-2.6172758527311957
Causeway Fish Bar,Takeaway/sandwich shop,51.47178158088247,-2.5228604100482346
Cave Bristol,Pub/bar/nightclub,51.480910863304786,-2.587424092785073
Cedars Express,Takeaway/sandwich shop,51.455134524138074,-2.602365839874598
Central,Pub/bar/nightclub,51.455133523883475,-2.6023648407198268
Central Chambers,Pub/bar/nightclub,51.45431123858382,-2.5944100938151538
Central Church,Restaurant/Cafe/Canteen,51.4540974884425,-2.583150898023837
Central Kitchen,Takeaway/sandwich shop,51.50566821970024,-2.6926657800093126
Century's Social Club,Pub/bar/nightclub,51.46245775365049,-2.5127315901298224
CFC,Takeaway/sandwich shop,51.48365416144051,-2.585529931373066
CH&Co Catering Ltd,Restaurant/Cafe/Canteen,51.451780695783455,-2.582458824376231
Cha & Chill,Takeaway/sandwich shop,51.446770020284845,-2.5972780628142527
Cha Thai,Restaurant/Cafe/Canteen,51.4535255382033,-2.6001463239792426
ChaiGuy,Restaurant/Cafe/Canteen,51.46737860966843,-2.56303490859087
Chaiiwala,Restaurant/Cafe/Canteen,51.469759866331685,-2.5635389057344624
Champions,Takeaway/sandwich shop,51.4280627214954,-2.5852360098992384
Chance & Counters,Restaurant/Cafe/Canteen,51.45569037726783,-2.5955071479686187
Chance & Counters,Restaurant/Cafe/Canteen,51.47173351018908,-2.590143821199398
Chandos,Restaurant/Cafe/Canteen,51.45435719360441,-2.6183653820703285
Chandos Fish Bar,Takeaway/sandwich shop,51.46715351661034,-2.604798146954512
Channings Hotel,Pub/bar/nightclub,51.45859407848596,-2.6131353143215157
Chan's,Takeaway/sandwich shop,51.49200445981101,-2.602116192862421
Chans Chow,Takeaway/sandwich shop,51.48058012106558,-2.603002279700257
Chaos Inflatable Park,Restaurant/Cafe/Canteen,51.427675693870306,-2.540622234979472
Charcoal Grill,Takeaway/sandwich shop,51.47908061626248,-2.5883372403103615
Charcoal Grill,Takeaway/sandwich shop,51.43341422416103,-2.566803164592516
Chatime,Restaurant/Cafe/Canteen,51.45712764581084,-2.5902757224455497
Chaya Canteen,Takeaway/sandwich shop,51.4597608078563,-2.5996913016830248
Chayan,Restaurant/Cafe/Canteen,51.452150674095364,-2.5981852382466477
Cheatmeals Bristol,Restaurant/Cafe/Canteen,51.46936482282691,-2.56317388291245
Chelsea Inn,Pub/bar/nightclub,51.46342016015617,-2.5615458596346614
Cheltenham Curry Signal,Restaurant/Cafe/Canteen,51.469260335450386,-2.5919831251220833
CHESS,Restaurant/Cafe/Canteen,51.47265054404315,-2.556824379462715
Cheungs Kitchen,Takeaway/sandwich shop,51.44084895573726,-2.554031332367968
Chez Marcel,Restaurant/Cafe/Canteen,51.455049244844744,-2.5925628849872804
Chi Asia,Restaurant/Cafe/Canteen,51.48029207099354,-2.586828131548473
Chicken Land,Restaurant/Cafe/Canteen,51.46074390559999,-2.5339314694113604
Chicken Runners,Restaurant/Cafe/Canteen,51.46029940053754,-2.576338454881463
Chicken Treats,Takeaway/sandwich shop,51.48290507750069,-2.5859519693232307
Chicken World,Takeaway/sandwich shop,51.43515288976367,-2.598561352492177
Chido Wey,Restaurant/Cafe/Canteen,51.45567296752533,-2.581011661139489
Chikoland,Takeaway/sandwich shop,51.4714388496119,-2.5231013617374995
Chill Grill,Takeaway/sandwich shop,51.44616746892258,-2.590173671922696
Chill Tea,Restaurant/Cafe/Canteen,51.452462564962566,-2.596980307356586
Chilli Bellies,Takeaway/sandwich shop,51.46204190338573,-2.5966549627586524
Chilli Daddy,Restaurant/Cafe/Canteen,51.45318909156947,-2.5922939067144117
chillz takeout ltd,Takeaway/sandwich shop,51.46443078762833,-2.5625838278699233
Chims Takeaway,Takeaway/sandwich shop,51.47563056351785,-2.5390879747902684
Chim's Takeaway,Takeaway/sandwich shop,51.487973246994464,-2.623184545034343
China Capital,Takeaway/sandwich shop,51.441959672861884,-2.6163652828203814
China Chef,Takeaway/sandwich shop,51.4720939281891,-2.5236101985150823
Chopsticks,Restaurant/Cafe/Canteen,51.46359531903888,-2.607788594198698
Chopstix Noodle bar,Restaurant/Cafe/Canteen,51.456548173130784,-2.589289342413812
Chris and Jo's Kitchen,Restaurant/Cafe/Canteen,51.4597608078563,-2.5996913016830248
Ciao,Restaurant/Cafe/Canteen,51.49200445981101,-2.602116192862421
Ciao,Restaurant/Cafe/Canteen,51.452345164516366,-2.597291440885473
Ciao Restaurant,Restaurant/Cafe/Canteen,51.480824678579,-2.633248641091219
Cibomatto,Restaurant/Cafe/Canteen,51.45223250853147,-2.54635690414624
CINO’S,Restaurant/Cafe/Canteen,51.45579174490825,-2.6203346141593853
City food,Restaurant/Cafe/Canteen,51.47129102844743,-2.5611676776415906
Clifton Burgers,Takeaway/sandwich shop,51.45525664409498,-2.6064411251607496
Clifton Lawn Tennis Club,Pub/bar/nightclub,51.4643295731425,-2.615155033468627
Clifton Lido,Restaurant/Cafe/Canteen,51.45908101646568,-2.6094280331849937
Clifton Palms,Restaurant/Cafe/Canteen,51.45894799919681,-2.6091810277119385
Clifton Thai,Restaurant/Cafe/Canteen,51.46531950758506,-2.609812611023122
Clifton Tots Ltd,Restaurant/Cafe/Canteen,51.45724190189946,-2.610382234814403
Clifton Village Fish Bar,Takeaway/sandwich shop,51.454385894278005,-2.6182889747091522
Clouds,Restaurant/Cafe/Canteen,51.46948028094208,-2.5746399406100333
ClubHausHarbourside,Restaurant/Cafe/Canteen,51.45079206889449,-2.5912158911012595
Coaches and Horses,Pub/bar/nightclub,51.469255919420775,-2.613694606113972
COCO Clifton,Restaurant/Cafe/Canteen,51.469439114961446,-2.6129970470128754
Coffee,Restaurant/Cafe/Canteen,51.407094505322235,-2.584697064001313
Coffee # 1,Restaurant/Cafe/Canteen,51.44119139237566,-2.61173564931892
Coffee #1,Restaurant/Cafe/Canteen,51.479846830674276,-2.527299370353173
Coffee #1,Restaurant/Cafe/Canteen,51.44940478110608,-2.5920288780710363
Coffee #1,Restaurant/Cafe/Canteen,51.48533680517616,-2.6099498154367966
Coffee #1 Limited,Restaurant/Cafe/Canteen,51.49242478914352,-2.618299459307106
Coffee #1 Limited,Restaurant/Cafe/Canteen,51.45395987478831,-2.618960054823997
Coffee Club,Takeaway/sandwich shop,51.467499695072156,-2.5715596216541625
Coffee Cup,Restaurant/Cafe/Canteen,51.46278676545997,-2.51148240028319
Coffee On The Corner LTD,Restaurant/Cafe/Canteen,51.45469360270242,-2.581469614828215
Coffee#1,Restaurant/Cafe/Canteen,51.464190596105176,-2.608924329258027
Coffee#1 Ltd,Restaurant/Cafe/Canteen,51.45727086095581,-2.5904215322960624
Colosseum,Restaurant/Cafe/Canteen,51.44796760062548,-2.589735625242045
Colston Arms (The Open Arms),Pub/bar/nightclub,51.45761258780147,-2.5977342613669605
Commercial Rooms,Restaurant/Cafe/Canteen,51.45395718202125,-2.5933830006384992
Community Cafe,Restaurant/Cafe/Canteen,51.50895675236891,-2.6192294977124786
Community Cave Cafe,Restaurant/Cafe/Canteen,51.45432396299155,-2.591664515089694
Community Jam Collective,Restaurant/Cafe/Canteen,51.45047356208574,-2.6060648131046458
Comrie's Caribbean Cuisine,Restaurant/Cafe/Canteen,51.46479846519265,-2.57980348558614
Concorde Cafe,Restaurant/Cafe/Canteen,51.47757768964571,-2.5340412502811196
Condesa,Restaurant/Cafe/Canteen,51.46279624782976,-2.607447627414121
Conscious Health & Home,Takeaway/sandwich shop,51.440971320212036,-2.610687598338182
Cookpad,Restaurant/Cafe/Canteen,51.45363140207186,-2.5808891546950705
Coppa Club,Restaurant/Cafe/Canteen,51.45342327475511,-2.616409618620609
Coq,Restaurant/Cafe/Canteen,51.46359531903888,-2.607788594198698
COR,Restaurant/Cafe/Canteen,51.44015693914247,-2.603318513334576
Coral Cafe,Restaurant/Cafe/Canteen,51.465528987401086,-2.5789542062330804
Cord Kitchen,Restaurant/Cafe/Canteen,51.44227486250477,-2.6142017787090923
Cord Kitchen,Pub/bar/nightclub,51.44592738863066,-2.5985121047381994
Corduroy Kitchen,Pub/bar/nightclub,51.45214553806821,-2.5759731036787508
Corner,Restaurant/Cafe/Canteen,51.4604815978166,-2.6009861551568934
Corner Stores (Fox & West),Restaurant/Cafe/Canteen,51.43601609554057,-2.58962947974613
Cornish Bakehouse,Takeaway/sandwich shop,51.45835945198523,-2.5905756253141283
Cornish Bakehouse UK Limited,Takeaway/sandwich shop,51.45628323116486,-2.5885484731668904
Coronation Curry House,Restaurant/Cafe/Canteen,51.44531693784602,-2.6089137207159476
Cosies Wine Bar,Pub/bar/nightclub,51.46044546172172,-2.58504506139497
Cosmo Bristol Ltd,Restaurant/Cafe/Canteen,51.45647675485612,-2.6070900755938955
Cossham Inn ( pub ),Pub/bar/nightclub,51.46808284252176,-2.519434675971451
Costa,Restaurant/Cafe/Canteen,51.452560488658605,-2.598891570223559
Costa,Restaurant/Cafe/Canteen,51.457262263698205,-2.5869632922149903
Costa,Restaurant/Cafe/Canteen,51.45524336663664,-2.603609039260598
Costa,Restaurant/Cafe/Canteen,51.45674932261637,-2.5905116512430966
Costa,Restaurant/Cafe/Canteen,51.44721362628195,-2.5581953595007416
Costa,Restaurant/Cafe/Canteen,51.4863096692569,-2.5956466960320332
Costa Coffee,Restaurant/Cafe/Canteen,51.49256877416195,-2.616442313778756
Costa Coffee,Restaurant/Cafe/Canteen,51.46444639998551,-2.608347573208129
Costa Coffee,Restaurant/Cafe/Canteen,51.470860455950245,-2.591888999727693
Costa Coffee,Restaurant/Cafe/Canteen,51.48471174834292,-2.6109358929402866
Costa Coffee,Restaurant/Cafe/Canteen,51.41696175782732,-2.585788778522036
Costa Coffee,Restaurant/Cafe/Canteen,51.43874834560118,-2.6215166524856075
Costa Coffee,Restaurant/Cafe/Canteen,51.41523294731667,-2.5990515866510533
Costa Coffee,Restaurant/Cafe/Canteen,51.44900601415889,-2.6013488999449614
Costa Coffee 86084 & 86086,Restaurant/Cafe/Canteen,51.49686885631895,-2.5916353572297766
Costa Coffee for Compass Group,Restaurant/Cafe/Canteen,51.45893160948388,-2.594742952088645
Cosy Club Bristol,Restaurant/Cafe/Canteen,51.45395718202125,-2.5933830006384992
Cote Brasserie,Restaurant/Cafe/Canteen,51.4554830146634,-2.6200450168667118
Cote Brasserie,Restaurant/Cafe/Canteen,51.4572862283091,-2.5856671532708275
Cotham Porter Stores,Pub/bar/nightclub,51.46204190338573,-2.5966549627586524
Cotto Wine Bar & Kitchen,Restaurant/Cafe/Canteen,51.453271631513054,-2.593478833325748
Cow & Sow,Restaurant/Cafe/Canteen,51.462936278549776,-2.608197666526827
Cow and Sow,Restaurant/Cafe/Canteen,51.45064195303284,-2.5946061573128816
Coyote Ugly Bristol,Pub/bar/nightclub,51.45021499069729,-2.5971484341918685
Crafted by Props,Restaurant/Cafe/Canteen,51.48115326163289,-2.5265825549220775
Crafty Beans,Restaurant/Cafe/Canteen,51.45372386562531,-2.591856744303332
Crafy Beans,Restaurant/Cafe/Canteen,51.45346333789814,-2.600314745472584
Creams Cafe,Restaurant/Cafe/Canteen,51.453133143710765,-2.594322122885487
Crepe and Coffee,Takeaway/sandwich shop,51.44913286548423,-2.5957662879511156
Crescent Cafe,Restaurant/Cafe/Canteen,51.49405095349565,-2.6166783306771837
Crispies,Takeaway/sandwich shop,51.41372113290591,-2.5701841824111518
Crispins Fish and Chips,Takeaway/sandwich shop,51.43996684854426,-2.5524092535102847
Crispy Dosa,Restaurant/Cafe/Canteen,51.45545809702027,-2.589663994362021
Crofter Coffee,Restaurant/Cafe/Canteen,51.46704265139586,-2.540785820708588
Crofters Garden,Pub/bar/nightclub,51.46411872593706,-2.587745693912583
Crown Tavern,Pub/bar/nightclub,51.45823606823961,-2.5774312690921746
Crying Wolf,Pub/bar/nightclub,51.46316925295767,-2.606545541691587
CUPP,Restaurant/Cafe/Canteen,51.45502481618293,-2.6023826503463017
Curry Garden,Takeaway/sandwich shop,51.4242462450339,-2.5619866525001953
Curry House,Takeaway/sandwich shop,51.44188116259062,-2.561928899794972
Curry Kings,Takeaway/sandwich shop,51.46246682078442,-2.5165891008299557
Curry Raj,Takeaway/sandwich shop,51.459225783824124,-2.5452427743418853
Daily Grind Coffee Co.,Restaurant/Cafe/Canteen,51.415901319785746,-2.6156685924660654
Daily Noodles,Restaurant/Cafe/Canteen,51.453935147873466,-2.592216881748474
Daily Noodles,Restaurant/Cafe/Canteen,51.44649401294873,-2.5978018219169723
Daisy,Pub/bar/nightclub,51.45598569891557,-2.6063930664922146
Dangun,Restaurant/Cafe/Canteen,51.45325512827177,-2.593432027858673
Dareshack,Restaurant/Cafe/Canteen,51.45509518660198,-2.590307062329057
Dave Whelan Sports LTD,Restaurant/Cafe/Canteen,51.41522531757343,-2.5990396667965556
Dave's Kitchen,Takeaway/sandwich shop,51.51206759915322,-2.596847204169699
DBs Institute,Restaurant/Cafe/Canteen,51.45014869153954,-2.586832207138538
DBS Music,Restaurant/Cafe/Canteen,51.450851032427714,-2.5870532871902783
Death Disco,Pub/bar/nightclub,51.45403071984087,-2.594525015409586
Deb's Cafe and Takeaway,Restaurant/Cafe/Canteen,51.40676145578885,-2.5756339502073353
Deck Cafe,Restaurant/Cafe/Canteen,51.482628035948885,-2.585559941798617
Delhi flavour,Restaurant/Cafe/Canteen,51.45895874595343,-2.548520985160495
Deli@Here,Restaurant/Cafe/Canteen,51.44100653469739,-2.5604812524222917
Deli@SandyPark,Restaurant/Cafe/Canteen,51.440311895215146,-2.5535783322486645
Deliveroo HOP Ltd,Takeaway/sandwich shop,51.450776730665055,-2.576218523247838
Deliveroo SP Ltd,Takeaway/sandwich shop,51.47154565867702,-2.568180152509026
Deocraft Cakes,Restaurant/Cafe/Canteen,51.45606894483546,-2.57911645369926
Desi Dera,Restaurant/Cafe/Canteen,51.4609861492716,-2.5720537510622212
Devs Kerala,Restaurant/Cafe/Canteen,51.47801745523068,-2.588611326430001
Dhamaka,Restaurant/Cafe/Canteen,51.453445186339245,-2.594945181945651
Di Meo,Restaurant/Cafe/Canteen,51.48197597485154,-2.5865160175204975
Diamond Kebab,Takeaway/sandwich shop,51.45346333789814,-2.600314745472584
Diamond Kebab House,Takeaway/sandwich shop,51.424921427878765,-2.5912087640721757
Dios Deli,Restaurant/Cafe/Canteen,51.44015593915484,-2.6033185131094436
Dirty Birdie,Pub/bar/nightclub,51.44928791328077,-2.600551310649855
DIRTY BURGERZ GO BIIIG,Takeaway/sandwich shop,51.461555724347235,-2.5841569612492785
Dirty Martini Bristol,Pub/bar/nightclub,51.45395718202125,-2.5933830006384992
Disco Bites,Restaurant/Cafe/Canteen,51.43030897550471,-2.568638986639542
Discount Coffee,Restaurant/Cafe/Canteen,51.465648688032886,-2.5786192719504464
Dixy Chicken,Takeaway/sandwich shop,51.46189467699326,-2.5885484098432885
Doghouse,Restaurant/Cafe/Canteen,51.455446109057455,-2.6199203114682468
Dominic Hot Pizza and Kebab,Takeaway/sandwich shop,51.46332829457131,-2.5693765192279394
Dominos Pizza,Takeaway/sandwich shop,51.49263898626272,-2.616650330105085
Domino's Pizza,Takeaway/sandwich shop,51.48463826432845,-2.5845778507856916
Domino's Pizza,Takeaway/sandwich shop,51.45313414369682,-2.594322122916503
Domino's Pizza,Takeaway/sandwich shop,51.443388208598364,-2.592122779180432
Domino's Pizza,Takeaway/sandwich shop,51.459002744802525,-2.5505801017110175
Domino's Pizza,Takeaway/sandwich shop,51.481484976811245,-2.5251290926559165
Domino's Pizza,Takeaway/sandwich shop,51.485802419301045,-2.640750369130145
Domino's Pizza,Takeaway/sandwich shop,51.43133991209431,-2.5453421238789997
Domino's Pizza,Takeaway/sandwich shop,51.46444639998551,-2.608347573208129
Domino's Pizza,Takeaway/sandwich shop,51.41505879141622,-2.5969038391430197
Don Giovanni's Restaurant,Restaurant/Cafe/Canteen,51.447458324888174,-2.5819007451453366
DonDon,Takeaway/sandwich shop,51.45762693943797,-2.610704227363107
Dorothy's Diner Bristol,Restaurant/Cafe/Canteen,51.45279628783652,-2.600405771985264
Dosa Queen,Restaurant/Cafe/Canteen,51.46902332906622,-2.592441174388607
Double Puc,Restaurant/Cafe/Canteen,51.44996942821256,-2.5991642542957467
Double Puc Cafe,Restaurant/Cafe/Canteen,51.45173653150342,-2.5803613899823796
Double Puc Cafe,Restaurant/Cafe/Canteen,51.44952708005576,-2.5821737389532777
Doubleshot Coffee Barbers,Restaurant/Cafe/Canteen,51.451470434860774,-2.588091852751433
Dragon Chef,Takeaway/sandwich shop,51.40676145578885,-2.5756339502073353
Dragon City,Takeaway/sandwich shop,51.422544082403526,-2.6197850014087183
Dragon House,Takeaway/sandwich shop,51.48137790425602,-2.520878627719761
Dragon I,Takeaway/sandwich shop,51.489239690742096,-2.675657371290075
Dragons Delicacy,Restaurant/Cafe/Canteen,51.47290226023421,-2.566458024220083
Dream Bites Ltd.,Restaurant/Cafe/Canteen,51.46798777829931,-2.563448331392001
Duhok Grill Ltd,Takeaway/sandwich shop,51.4540992694975,-2.5588984389422804
Durdur Restaurant,Restaurant/Cafe/Canteen,51.463797334118055,-2.5691664920441784
E5 Bristol Church,Restaurant/Cafe/Canteen,51.462177835568205,-2.589372522725225
East Village Cafe,Restaurant/Cafe/Canteen,51.45488690386597,-2.617071852525918
Eastern Spice,Restaurant/Cafe/Canteen,51.462635020465946,-2.5155715518411657
Eastern Taste,Restaurant/Cafe/Canteen,51.46737860966843,-2.56303490859087
Easton Takeaway,Takeaway/sandwich shop,51.46377721141057,-2.5622129092920733
Eat a Pitta,Restaurant/Cafe/Canteen,51.45395987478831,-2.618960054823997
Eat a Pitta,Restaurant/Cafe/Canteen,51.471008443183244,-2.5909969271412745
Eat a Pitta,Restaurant/Cafe/Canteen,51.45524257547204,-2.6039219596208056
Eat a Pitta,Takeaway/sandwich shop,51.45675543542035,-2.587391943306055
Eat a Pitta (Lockleaze),Takeaway/sandwich shop,51.49070109245534,-2.5619996749261342
Eatchu,Restaurant/Cafe/Canteen,51.45543462065607,-2.6050760221022395
Ebenezer Church / Taste Cafe,Restaurant/Cafe/Canteen,51.49332411343345,-2.573913770562531
Edgie Eats,Restaurant/Cafe/Canteen,51.47879465185411,-2.6123879697445416
Efzin Coffee,Restaurant/Cafe/Canteen,51.453065168395284,-2.595386236004936
El Diabolo,Restaurant/Cafe/Canteen,51.47100944262512,-2.5909979278260757
El Rincon,Restaurant/Cafe/Canteen,51.44268675382794,-2.6148072014374715
Eldon House,Pub/bar/nightclub,51.45444265385131,-2.609106361200985
Elior at BT Bristol Assembly,Restaurant/Cafe/Canteen,51.45317052850679,-2.583107302508988
Elior UK Ltd Catering (Babcock),Restaurant/Cafe/Canteen,51.43808558292094,-2.627824663626642
Elite Grill,Takeaway/sandwich shop,51.41978995051942,-2.5939908476219515
Elizebeth pizza & kebab,Takeaway/sandwich shop,51.46190267687321,-2.5885484090946274
Emma’s Canteen,Restaurant/Cafe/Canteen,51.44619016628619,-2.5801285389455666
Emmeline at Spike Island,Restaurant/Cafe/Canteen,51.44650701313057,-2.608281617436904
Emperor Court,Restaurant/Cafe/Canteen,51.45505599702206,-2.620759101033927
Engineers' House Education and Training Centre,Restaurant/Cafe/Canteen,51.45825533125029,-2.6245161168966735
Ernie's,Takeaway/sandwich shop,51.446770020284845,-2.5972780628142527
Espresso,Restaurant/Cafe/Canteen,51.45685946942534,-2.59553710253973
Este Kitchen,Restaurant/Cafe/Canteen,51.46756162163346,-2.5586885363599317
Estrella de Tapas,Restaurant/Cafe/Canteen,51.46628959036282,-2.6100565604560484
Etta,Restaurant/Cafe/Canteen,51.47649423121352,-2.5892684679559967
Eugreeka!,Takeaway/sandwich shop,51.48107685549723,-2.5197665079487006
Eurest Shop - Bank of Ireland,Restaurant/Cafe/Canteen,51.45121961892128,-2.581401705054138
Europa,Restaurant/Cafe/Canteen,51.49551633440138,-2.5724285045416635
Everyday Thai,Restaurant/Cafe/Canteen,51.47920577129747,-2.5279244662891966
Everyman Cinema,Restaurant/Cafe/Canteen,51.46259474638027,-2.6079817765020685
Excelsior!,Restaurant/Cafe/Canteen,51.45746231691502,-2.5882744313621906
Exchange,Restaurant/Cafe/Canteen,51.45513292965431,-2.5811776813613925
Exclusive Pubs Pantry,Pub/bar/nightclub,51.49786125464429,-2.6915035048425913
Express Cafe,Restaurant/Cafe/Canteen,51.503181745891744,-2.6004769820147544
Express Grill And Pizza,Takeaway/sandwich shop,51.51206759915322,-2.596847204169699
Ezo Cafe Lounge,Takeaway/sandwich shop,51.471521500473024,-2.5909898915863248
Factory Theatre Cafe,Restaurant/Cafe/Canteen,51.44189153162404,-2.612177796787431
Fairy Tea,Takeaway/sandwich shop,51.456277454161736,-2.5966372281072867
Family Kebab House,Takeaway/sandwich shop,51.47720466471592,-2.534973381266126
Famous Royal Naval Volunteer,Pub/bar/nightclub,51.45118796008258,-2.5933040155515807
Far Side,Pub/bar/nightclub,51.46341988613838,-2.58825829388253
Farro Bakery,Restaurant/Cafe/Canteen,51.45922460186024,-2.586358408991901
Farrows Fish and Chips,Takeaway/sandwich shop,51.44042221611559,-2.573580070616978
Fat Rice,Takeaway/sandwich shop,51.48188562544621,-2.5846470794791707
Fed Cafe,Restaurant/Cafe/Canteen,51.46320783990966,-2.6059455990757177
Fed Cafe,Restaurant/Cafe/Canteen,51.48030351749239,-2.586840052022988
Fed Cafe Ltd,Restaurant/Cafe/Canteen,51.4802308783891,-2.5277241017823493
Fed Cafe Ltd,Restaurant/Cafe/Canteen,51.48215383590534,-2.585078947558691
Felix Road Adventure Playground,Restaurant/Cafe/Canteen,51.46282521002202,-2.567427365473475
Fi Real,Restaurant/Cafe/Canteen,51.456764723923776,-2.576451964074527
Filwood Community Centre,Restaurant/Cafe/Canteen,51.4247193421438,-2.5865897215660247
Filwood Sports Association,Pub/bar/nightclub,51.43488737966557,-2.5612075115921416
Fire and Flank,Restaurant/Cafe/Canteen,51.45127765821472,-2.5930068833576576
Fireaway Pizza,Takeaway/sandwich shop,51.480163770021775,-2.587573117115447
Firebird Studios,Restaurant/Cafe/Canteen,51.43126277404698,-2.5366082051313152
Firewood Grill,Restaurant/Cafe/Canteen,51.45864041052428,-2.5882614166754307
First Choice Cafe,Restaurant/Cafe/Canteen,51.46117979807265,-2.523039056045553
First Somerset & Avon Limited,Restaurant/Cafe/Canteen,51.458689493273276,-2.5911556665264355
Fish 'N Fry,Takeaway/sandwich shop,51.467242598250046,-2.563363938974095
Fish Tales,Restaurant/Cafe/Canteen,51.45416390062517,-2.6194660758307795
Fishers,Takeaway/sandwich shop,51.46916890312034,-2.6133195863255168
Fishponds Conservative Club,Pub/bar/nightclub,51.47996085455119,-2.528078451982178
Fishponds Fish Bar,Takeaway/sandwich shop,51.47950781682793,-2.528821554999107
Fishponds Tap,Pub/bar/nightclub,51.47912479470189,-2.530084715345147
Five Grains,Restaurant/Cafe/Canteen,51.45312310069806,-2.592809961795592
Five Guys,Restaurant/Cafe/Canteen,51.45768359261033,-2.5832829728129374
Five Guys,Restaurant/Cafe/Canteen,51.456015687331224,-2.6058750305818963
Five Guys,Restaurant/Cafe/Canteen,51.456014687114404,-2.6058740298919485
Flat Iron,Restaurant/Cafe/Canteen,51.453451152878365,-2.5937360551789266
Flight Club Bristol,Restaurant/Cafe/Canteen,51.45395618203525,-2.593383000627853
Float Foods,Takeaway/sandwich shop,51.454458126777524,-2.5240277762337784
Florence,Restaurant/Cafe/Canteen,51.441744507775574,-2.5771942801985404
Flour House Cafe,Restaurant/Cafe/Canteen,51.454825416627834,-2.5993675662840174
Fluffy Fluffy,Restaurant/Cafe/Canteen,51.4530592949952,-2.59989571622874
Flying Saucers,Restaurant/Cafe/Canteen,51.45525664409498,-2.6064411251607496
Foliage Cafe,Restaurant/Cafe/Canteen,51.453224768170145,-2.6167039532706418
FoodieVietnam,Restaurant/Cafe/Canteen,51.453503212238964,-2.5921432849483184
FoodShare Project,Restaurant/Cafe/Canteen,51.467499695072156,-2.5715596216541625
Foot Anstey LLP,Restaurant/Cafe/Canteen,51.44920615470299,-2.566351076285774
Forest Kebab House,Restaurant/Cafe/Canteen,51.4089738930461,-2.6197470293119354
Foresters Arms,Pub/bar/nightclub,51.48125279333616,-2.581970684412194
Fox & West,Restaurant/Cafe/Canteen,51.4394242988995,-2.57188399276143
Franco Manca,Restaurant/Cafe/Canteen,51.453383171573506,-2.594596147833275
Frankie & Benny's,Restaurant/Cafe/Canteen,51.45791801104394,-2.5832899941987018
Frankies Fried Chicken Ltd,Restaurant/Cafe/Canteen,51.44082201155274,-2.6016014375884837
Freedog,Restaurant/Cafe/Canteen,51.44501549801538,-2.581067740572775
Fresh Bakery,Restaurant/Cafe/Canteen,51.45583727266651,-2.5913207449458833
Fresh Feast,Pub/bar/nightclub,51.45429443037049,-2.6013327969130833
Fresh Roast Bristol,Takeaway/sandwich shop,51.4597608078563,-2.5996913016830248
Friendchip Fish & Chips,Takeaway/sandwich shop,51.43263816769194,-2.5765619680865726
Friendly Records and Bar,Pub/bar/nightclub,51.44015762033225,-2.6033184273403287
Friendship Cafe,Restaurant/Cafe/Canteen,51.488315236544146,-2.646470251582772
Frisk & Frite,Restaurant/Cafe/Canteen,51.468684010693,-2.5738169877210026
Froth and Fries,Restaurant/Cafe/Canteen,51.45508026751527,-2.593272053669598
Fryz By My Treats,Restaurant/Cafe/Canteen,51.46313236720319,-2.5689023838246676
Fujiyama,Restaurant/Cafe/Canteen,51.45322576830207,-2.616704952695713
Fulford Fish Bar,Takeaway/sandwich shop,51.409208128834585,-2.598815117427269
